N1_1,VRTG,ALT_RADIO,DIST_TO_THR_CONV,IVV,LOC,PITCH
58,1.08,42,24.95,-608,0.0202,2.1
57.5,1.15,29,99.02,-480,0.0403,3.3
56,1.15,18,172.83,-304,0.0605,4.2
55.5,1.21,10,246.39,-144,0.0806,4.9
50,1.21,5,319.7,-16,0.0706,4.9
42.6,1.18,1,392.49,-144,0.0605,3.9
36.1,1.09,0,464.78,-64,0.0806,2.6
32.8,1.09,0,535.77,-80,0.1008,0.4
34.1,1.15,0,605.48,-16,0.0907,0.2
40.4,1.06,0,673.39,32,0.1008,-0.7
66.3,1.05,781,3450.64,-800,-0.0302,0.2
65.8,1.03,768,3378.72,-768,-0.0302,-1.4
60.6,0.98,754,3316.18,-848,-0.0302,-2.5
56.8,1.07,740,3235.58,-944,-0.0202,-2.5
54.5,1.06,725,3161.09,-992,-0.0202,-2.1
52.8,1.05,708,3081.47,-1040,0.0101,-1.4
53.9,1.1,689,3004.86,-1024,0.0101,-0.5
59.6,1.09,669,2926.61,-928,0.0101,0
59.1,1.09,650,2843.08,-880,0.0202,0
58.9,1.12,632,2764.51,-800,0.0202,0
58.3,1.03,618,2695.78,-768,0.0202,-0.9
56.4,0.97,608,2647.12,-784,0.0302,-1.8
53.4,0.96,594,2572.76,-960,0.0302,-2.5
46.3,0.99,580,2487.37,-1056,0.0403,-2.1
55,1,560,2404.93,-1136,0.0403,-1.2
57.9,1.1,545,2326.43,-1200,0.0504,0
58.6,1.1,527,2255.16,-1168,0.0706,0.2
57.9,1.03,513,2196.06,-1120,0.0504,0
57.1,1.04,497,2140.81,-1088,0.0504,0
58.8,1.03,485,2087.89,-1088,0.0605,0.4
64.1,1.16,463,1998.61,-1072,0.0605,1.2
66.5,1.15,442,1926.88,-912,0.0504,1.4
66.5,1.11,423,1861.78,-752,0.0302,1.8
66.4,1.08,404,1782.93,-640,0.0504,1.8
66.4,1.02,391,1703.18,-624,0.0504,1.2
63.9,1.06,381,1640.66,-656,0.0302,0.9
61.5,1.05,367,1567.82,-624,0,0.7
59.9,0.94,351,1476.91,-688,-0.0302,-0.4
59.6,1,338,1404.17,-816,-0.0202,-1.1
59.8,1.03,322,1317.83,-880,-0.0202,-1.1
59.6,0.99,306,1242.22,-992,0,-1.4
59.5,1.05,291,1164.33,-1088,0,-1.6
59.5,1.02,275,1096.71,-1120,0.0202,-1.6
56.8,0.97,254,1005.6,-1184,0.0302,-1.6
57.1,1.1,233,922.76,-1248,0.0302,-0.4
60.3,1.17,212,844.84,-1152,0.0101,0.4
60.9,1.16,189,758.16,-1024,0.0101,0.4
60.5,1.1,168,677.41,-832,-0.0302,0.7
60.5,1.2,152,603.73,-688,0.0101,1.2
60.5,1.08,136,525.06,-560,0.0101,1.1
57.3,1.08,120,430.99,-560,-0.0101,0.4
51.4,1.06,105,336.27,-576,0.0202,0.2
46.9,1.01,90,239.95,-672,-0.0101,-0.5
39.8,1.09,74,149.51,-752,-0.131,0.5
34.8,1.11,57,58.87,-768,-0.0907,0.9
32.6,1.07,42,20.35,-672,-0.0302,1.2
32.3,1.2,28,96.99,-512,-0.0101,3.3
32.3,1.19,17,172.89,-352,0.0202,4
32.3,1.33,9,248.23,-176,0.0302,4.2
32.3,1.18,0,322.84,32,0.0202,3.7
32.4,1.27,0,396.42,-64,0.0504,3
32.5,1.16,0,468.94,-160,0.0706,1.6
37,1.09,0,540.21,-16,0.0504,0.2
49.3,1.08,0,609.67,64,0.0302,-0.2
70.6,1.1,0,676.53,-80,0.0403,-0.4
64.4,1.07,874,3586.98,-832,0.0302,1.9
64.5,1.07,863,3515.02,-800,0.0302,1.9
64.5,1.02,849,3454.4,-768,0.0202,1.8
64.3,0.99,827,3382.94,-832,0.0202,1.2
64.3,1.01,801,3330.46,-880,0.0101,0.9
64.3,1.05,776,3265.91,-928,0.0302,1.1
64.3,1.03,762,3205.33,-912,0.0202,1.1
63.6,1.04,755,3157.82,-896,0.0202,1.1
63.3,1.03,754,3095.45,-880,0.0302,1.1
62.9,1.03,759,3026.26,-896,0.0202,0.9
62.4,1.02,764,2974.15,-896,0.0302,0.9
62.4,1.02,760,2917.38,-912,0.0302,0.9
62.4,1.06,747,2865.73,-912,0.0403,0.9
62.4,1.06,725,2809.97,-864,0.0302,1.1
62.4,1.02,697,2738.21,-848,0.0403,1.1
62.4,1.05,663,2675.45,-864,0.0403,1.4
62.4,1.07,629,2604.19,-848,0.0403,1.8
62.4,1.09,600,2523.59,-784,0.0302,2.3
62.4,1.1,577,2452.74,-720,0.0202,2.3
62.4,1.03,551,2364.93,-672,0,2.1
62.4,1.02,531,2277.15,-704,0.0101,1.6
62.4,1.02,517,2209.84,-752,-0.0101,1.4
62.4,0.97,506,2134.15,-816,0,1.1
62.4,1,493,2064.87,-912,-0.0302,0.5
62.4,1.03,483,2003.58,-976,-0.0101,0.7
62.4,1.03,468,1941.22,-992,-0.0202,0.7
62.4,1.03,449,1872.89,-976,-0.0101,0.7
62.4,1.07,428,1803.35,-976,0,1.4
62.4,1.12,403,1722.12,-944,0,1.9
62.4,1.1,373,1616.81,-816,0.0101,2.1
62.4,1.03,328,1456.64,-800,0.0101,1.9
62.4,1.02,283,1271.61,-832,0.0202,1.6
62.4,1.05,237,1067.62,-832,0.0202,1.6
62.4,1.08,194,853.95,-800,0.0101,1.9
62.4,1.04,160,670.69,-752,0.0202,1.9
62.4,1.04,143,568.99,-784,0.0403,1.6
62.4,1.07,127,473.98,-768,0.0302,1.6
62.3,1.02,112,383.25,-736,0.0202,1.6
62.3,1.02,97,293.18,-752,0.0403,1.8
62.3,1.12,84,210.94,-752,0.0202,2.5
62.3,1.11,71,131.22,-656,0,2.6
62.3,1.05,59,49.32,-624,0,2.1
62.1,1.08,47,31.23,-608,0,2.6
61.4,1.12,36,114.57,-544,0,3.7
60.1,1.15,27,197.91,-416,0,3.9
59.8,1.06,19,280.99,-320,-0.0101,3.7
56.5,1.09,12,363.82,-240,-0.0302,4.2
50.4,1.11,7,446.39,-144,-0.0202,4.4
42.4,1.16,4,528.7,-96,-0.0302,4.2
36.6,1.06,2,610.5,-32,-0.0302,3.7
34.3,1.41,0,691.52,-80,-0.0403,2.8
33.5,1.11,0,771.77,80,-0.0302,2.6
33.3,1.06,0,851,-96,-0.0504,2.1
34,1.08,0,928.94,-64,-0.0504,0.9
39.1,1.07,0,1005.59,-32,-0.0403,0.4
64.3,0.98,945,3590.9,-752,0.1109,1.2
64.3,1.03,926,3542.52,-832,0.1109,1.2
64.3,1.03,906,3481.85,-832,0.1109,1.4
64.3,1.05,887,3433.77,-816,0.1008,1.4
64.1,1.05,869,3375.73,-816,0.0806,1.4
64.1,1,857,3307.58,-848,0.0706,0.7
64.1,1.02,845,3251.26,-880,0.0605,0.9
64.1,1.04,829,3197.26,-928,0.0504,0.9
62.8,1.02,812,3137.56,-912,0.0302,0.7
63,1.03,794,3076.9,-944,0.0202,0.4
63.3,1.04,767,3033.98,-960,0,0.5
63.1,1.04,746,2982.82,-960,-0.0101,0.5
63,1.02,729,2921.78,-944,-0.0101,0.5
63,1.07,708,2856.77,-928,-0.0202,1.1
61.9,1.08,688,2801.73,-880,-0.0302,1.4
61.8,1.07,663,2741.74,-800,-0.0403,1.4
61.8,1.02,640,2667.79,-768,-0.0302,1.2
61.9,1.03,614,2588.95,-768,-0.0403,1.2
61.8,1.05,593,2515.16,-768,-0.0403,1.6
61.8,1.05,574,2440.6,-752,-0.0403,1.6
61.8,1.02,560,2368.57,-752,-0.0504,1.2
61.8,0.99,545,2298.92,-752,-0.0403,0.9
61.8,1.01,528,2220.47,-800,-0.0302,1.1
61.8,1.08,514,2150.41,-832,-0.0202,1.2
61.8,1.05,495,2081.79,-768,-0.0101,1.2
61.8,1.04,478,2005.54,-800,-0.0101,0.9
61.8,1.05,461,1928.06,-816,0,0.9
61.8,1.02,443,1842.16,-848,0,0.7
61.8,1.02,425,1769.97,-832,0.0101,0.9
61.6,1.01,406,1689.15,-848,0.0101,1.1
60.3,1.03,371,1566.31,-880,0.0101,1.2
60.3,1.05,330,1414.59,-896,0,1.2
60.3,1.03,289,1255.36,-912,-0.0101,0.9
60.3,1.01,247,1076.52,-912,-0.0202,0.4
60.3,1.09,203,880.58,-992,-0.0101,0.9
60.3,1.1,173,736.4,-960,-0.0101,1.4
64.1,1.08,149,618.9,-960,0,1.8
65.8,1.1,128,508.42,-848,0.0302,2.3
66.5,1.09,107,392.02,-736,0.0302,2.3
66.8,1.04,91,289.62,-672,0.0504,2.3
66.8,1.04,76,185.54,-672,0.0504,2.3
66.8,1.08,62,90.77,-624,0.0806,2.8
66.8,1.08,49,5.33,-560,0.1008,3
65.8,1.07,37,91.24,-464,0.1109,3.3
59.3,1.11,27,177.4,-384,0.121,4.2
55.4,1.09,19,263.31,-288,0.1109,4.4
49.9,1.06,12,348.96,-192,0.1109,4.2
42.3,1.07,7,434.11,-144,0.1109,4.2
36.8,1.34,4,518.74,-96,0.1109,4.4
34.1,1.28,2,602.59,48,0.121,4.4
33.4,1.18,0,685.93,-112,0.121,3.9
33.1,1.08,0,768.24,96,0.1109,5.4
36.8,1.14,0,849.52,-96,0.131,5.4
47.1,1.1,0,929.27,-208,0.1109,2.6
65.9,1.1,0,1006.7,-144,0.1109,0.4
62.5,1.05,853,3502.23,-816,-0.0202,1.6
62.5,1.05,836,3442.24,-784,-0.0302,1.6
61.8,1.04,815,3374.43,-752,-0.0202,1.6
61.5,1.02,789,3321.93,-752,-0.0202,1.4
61,1.02,769,3270.05,-752,-0.0202,1.4
61,1.03,762,3207.19,-752,0,1.1
60.8,1.03,759,3141.93,-768,-0.0101,1.1
60.5,1.04,762,3078.28,-768,-0.0101,1.2
60.5,1,770,3004.92,-800,-0.0101,0.9
60.5,1.04,772,2949.72,-832,0,1.1
60.5,1.04,767,2899.97,-816,0,1.2
60.5,1.04,753,2833.98,-800,0,1.2
60.5,1.04,728,2777.74,-768,0,1.2
60.5,1.02,697,2717.6,-752,-0.0101,1.2
60.4,1.03,666,2647.28,-784,-0.0101,1.1
59.6,1.03,634,2578.94,-784,-0.0101,0.9
59.6,1.01,606,2495.35,-816,-0.0202,0.9
59.6,1.03,584,2424.15,-848,-0.0101,1.2
59.5,1.05,559,2348.75,-880,-0.0302,1.1
59.5,1.07,537,2267.48,-832,-0.0101,1.1
59.6,1.02,521,2208.43,-832,-0.0101,0.9
59.1,1.04,506,2140.5,-816,0.0202,0.7
59.1,1.04,492,2079.27,-880,0,0.5
59.1,1.07,483,2016.3,-800,0.0101,0.9
59.3,1.04,469,1954.87,-768,0.0202,0.9
59.3,0.98,452,1882.06,-800,0.0101,0.2
58.9,1.03,435,1807.77,-848,0.0202,0.7
58,1.02,411,1716.2,-896,0.0302,0.9
58,1.01,382,1612.33,-944,0.0302,0.7
58,1.03,335,1455.22,-992,0.0504,0.9
58,1.11,287,1280.08,-1008,0.0302,1.8
58,1.12,240,1085.2,-896,0.0403,2.3
58,1.09,195,877.23,-800,0.0202,2.3
58,1.01,158,686.61,-752,0.0403,1.6
58,1.08,141,585.84,-704,0.0403,2.3
58,1.08,126,493.95,-640,0.0403,2.6
58.1,1.05,112,402.79,-608,0.0302,2.5
58.1,1,99,312.1,-640,0.0403,1.8
58,1.04,87,230.76,-688,0.0302,1.8
58,1.06,75,151.06,-704,0.0302,2.1
58,1.06,62,74.66,-688,0.0302,2.5
58,1.08,51,2.51,-608,0.0202,3
58,1.08,39,82.26,-544,0.0202,3.3
57.3,1.09,30,161.72,-432,0.0202,3.9
55.8,1.13,21,241.19,-336,0.0202,4.4
53.4,1.13,15,320.43,-240,0.0202,4.6
48.9,1.07,9,399.16,-160,0.0101,4.4
42.5,1.05,6,477.38,-112,0.0101,4.6
37.1,1.28,3,555.04,-96,0,4.7
34.6,1.31,1,632.19,-48,-0.0101,4.6
33.8,1.25,0,708.6,-80,-0.0101,4.2
33.5,1.09,0,784.22,-16,0,4.2
38.3,1.06,0,858.54,-112,0,3.5
52.4,1.11,0,931.62,-128,0,1.6
70.3,1.09,0,1002.38,0,0.0101,0.5
65.4,1.02,855,3346.84,-896,0.0101,0.4
65.4,1.07,845,3280.75,-912,0.0202,0.9
65.4,1.07,832,3236.27,-864,0.0202,1.1
65.4,1.08,816,3180.29,-816,0.0202,1.1
65.4,1.04,798,3143.76,-736,0.0202,1.1
65.5,1.05,781,3084.49,-736,0,1.2
65.5,1.05,758,3043.17,-688,-0.0101,1.2
65.4,1.02,742,2986.84,-704,-0.0101,1.2
65.4,1.03,728,2927.69,-768,-0.0202,1.4
65.4,1.04,712,2848.85,-784,-0.0202,1.6
65.4,1.1,694,2783.28,-784,-0.0202,1.8
65.4,1.06,676,2723.07,-704,-0.0202,1.8
65.4,1,653,2656.47,-704,-0.0202,1.2
65.4,1,630,2580.66,-784,-0.0202,0.5
65.4,1.03,609,2507.92,-848,-0.0302,0.4
65.4,1.03,589,2433.22,-912,-0.0403,0.4
65.4,1.05,571,2362.35,-896,-0.0605,0.7
65.4,1.07,556,2309.61,-848,-0.0806,1.2
65.4,1.07,540,2249.31,-768,-0.0907,1.6
65.4,1.08,526,2191.41,-736,-0.0907,1.8
65.4,1.04,512,2128.54,-688,-0.0806,1.6
65.4,1,497,2061.8,-704,-0.0907,0.9
65.4,1,482,1982.9,-768,-0.0806,0.5
64.9,0.99,467,1910.29,-864,-0.0706,0.4
63.8,1.04,449,1824.82,-912,-0.0706,0.2
63.9,1.03,431,1752.92,-928,-0.0605,0.4
63.9,1.05,411,1683.73,-944,-0.0504,0.4
63.9,1.04,391,1615.32,-944,-0.0605,0.5
63.9,1.09,349,1479.38,-912,-0.0504,1.1
63.9,1.09,307,1331.05,-864,-0.0504,1.2
63.9,1.07,265,1167.42,-816,-0.0605,1.2
63.9,1.13,224,994.31,-784,-0.0706,1.8
63.9,1.09,184,797.22,-688,-0.0806,1.9
63.9,1.08,166,696.78,-672,-0.0806,1.9
63.9,1.03,149,592.28,-640,-0.0706,1.8
63.8,1.01,131,483.25,-640,-0.0907,1.2
63.8,1.02,116,380.6,-720,-0.1008,1.1
63.8,1.04,99,274.96,-736,-0.1008,1.2
63.8,1.09,83,175.48,-720,-0.0806,1.9
63.3,1.07,68,81.54,-704,-0.0806,1.9
62.3,1.07,53,7.19,-624,-0.0806,2.3
62.1,1.17,40,88.21,-512,-0.0806,3.5
61.3,1.17,29,169.23,-336,-0.0504,4.2
56.9,1.12,20,249.99,-192,-0.0302,4.2
50.1,1.07,13,330.5,-112,-0.0202,3.3
42.1,1.08,8,410.51,-48,-0.0101,3.9
36.3,1.04,5,490,-48,0,3.9
33.9,1.24,3,568.7,-80,-0.0101,3.9
33.1,1.15,1,646.64,-48,0.0101,3.2
32.9,1.26,0,723.82,-64,-0.0101,2.1
33,1.39,0,800.2,0,0,3
34.6,1.08,0,875.57,-128,0,2.6
42.8,1.07,0,949.38,-192,-0.0101,0.9
59.9,1.07,0,1021.16,-160,0.0101,0.2
75.8,1.07,0,1090.34,-80,0,-0.9
44.5,1.07,975,3207.54,-864,-0.0202,0.5
44.5,1.09,955,3172.22,-912,-0.0101,0.9
47.8,1.12,933,3133.21,-816,0,1.2
47.9,1.06,914,3102.78,-720,-0.0101,1.2
47.6,1.05,889,3069.42,-736,-0.0101,1.1
47.6,1.02,862,3039.17,-768,-0.0202,0.9
47.6,1,825,2990.65,-848,-0.0202,0.4
50.4,1,787,2953.42,-976,-0.0302,-0.2
58.3,1.03,752,2909.64,-1040,-0.0302,0
58.9,1.07,721,2870.39,-1056,-0.0403,0.9
59.6,1.11,687,2821.03,-1040,-0.0403,1.8
62.8,1.08,659,2758.86,-992,-0.0504,2.3
63.8,1.09,633,2722.17,-928,-0.0605,2.8
63.6,1.09,612,2661.1,-832,-0.0504,3
63.6,1.07,594,2607.07,-784,-0.0403,2.6
63.6,1.05,576,2543.66,-688,-0.0403,2.5
63.6,1.08,568,2493.27,-656,-0.0302,2.8
68.6,1.12,564,2454.32,-576,-0.0202,3.3
68.4,1.08,551,2382.52,-496,-0.0202,3.3
68.4,1.01,534,2301.52,-512,-0.0101,1.9
68.4,1.03,518,2216.36,-528,0,1.4
68.4,1.11,483,2096.77,-640,0,1.2
68.5,1.03,440,1948.92,-576,0.0101,1.2
67.5,1,406,1814.58,-672,0.0202,0.4
62.5,1.1,373,1676.66,-768,0.0302,0.7
62.6,1.14,342,1546.1,-752,0.0202,1.2
59.6,0.98,320,1441.14,-752,0.0101,1.1
59.1,1.01,301,1342.24,-800,0,0.9
59.3,1.05,275,1227.94,-880,0.0101,1.1
59.3,1.05,249,1109.78,-848,-0.0101,1.1
59.3,1.01,223,985.07,-880,-0.0202,0.9
59.1,1,197,855.13,-912,-0.0202,0.2
59.1,1.08,172,725.44,-976,-0.0202,0.9
59,1.11,153,622.48,-896,-0.0101,1.9
59,1.11,135,521.5,-816,-0.0202,2.5
59.1,1.12,118,434.06,-672,-0.0202,2.6
59.1,1.08,103,338.57,-640,0,1.9
59,1.04,90,237.27,-736,-0.0101,0.7
59,1.17,77,156.46,-704,0,3.3
59.1,1.16,64,72.9,-576,0.0101,3.7
59.1,1.12,53,3.99,-448,0,3.3
57.6,1.04,43,80.91,-432,-0.0101,2.5
55,1.06,34,157.55,-432,-0.0101,3.2
49.4,1.08,26,233.68,-384,0,3.9
42.3,1.1,19,309.3,-320,0,4.2
36.6,1.07,13,384.41,-240,0.0101,4.4
34.4,1.14,8,459.02,-176,0.0101,5.4
33.5,1.1,5,532.83,-144,0,5.4
33.1,1.38,2,606.14,-192,-0.0101,3.9
33.1,1.17,0,678.68,-16,0,3.5
33.1,1.31,0,750.46,-144,0,3.2
35.1,1.11,0,821.44,-144,-0.0101,2.1
41.6,1.05,0,891.16,-128,0.0101,1.4
58.8,1.07,0,959.07,-176,0.0101,0.5
74.4,1.08,0,1024.4,-112,0.0302,0
69.4,1.05,928,3642.33,-912,0,1.4
69.5,1.04,902,3604.1,-880,0,1.4
69.5,1.05,872,3568.48,-880,-0.0202,1.6
69.5,1.05,844,3520.57,-864,-0.0202,1.6
69.8,1.05,826,3457.65,-832,-0.0302,1.4
69.8,1,816,3421.56,-832,-0.0302,0.9
69.8,1.03,817,3376.75,-848,-0.0302,0.7
69.8,1.04,821,3288.26,-880,-0.0403,0.9
69.9,1.06,823,3223.08,-880,-0.0403,1.2
70.5,1.08,814,3180.43,-816,-0.0403,1.9
70.6,1.1,798,3115.49,-736,-0.0403,2.3
70.6,1.09,774,3050.44,-624,-0.0302,2.3
70.6,1.04,737,2987.15,-560,-0.0403,2.1
70.6,1.02,693,2898.59,-576,-0.0302,1.8
70.6,1.05,649,2807.56,-592,-0.0302,2.1
70.6,1.04,602,2699.51,-608,-0.0101,2.1
69.6,0.99,552,2552.28,-672,0,1.8
68,0.98,509,2401.84,-752,0,0.9
68.1,1.03,474,2264.92,-832,0.0101,0.5
67.9,0.97,444,2131.57,-912,0.0101,0.2
69.6,1.01,423,2026.64,-1008,0.0101,-0.4
63.9,1.02,415,1975.94,-1072,0.0202,-0.5
63.8,1.06,409,1943.26,-1136,0.0302,-0.4
64,1.06,403,1917.56,-1136,0.0403,0
63.9,1.05,403,1896.51,-1072,0.0403,0.2
63.4,1.07,399,1845.46,-1024,0.0403,0.5
63.4,1.1,386,1781.58,-960,0.0403,1.1
63.4,1.1,370,1732.65,-864,0.0504,1.1
63.4,1.05,352,1662.98,-816,0.0403,0.9
63.3,1.05,331,1557.5,-768,0.0504,1.1
63.3,1.06,305,1445.06,-736,0.0403,1.4
64.4,1.09,276,1295.64,-688,0.0403,1.6
65,1.02,249,1152.88,-672,0.0403,1.4
64,1.03,228,1028.97,-704,0.0403,1.1
63.9,1.08,201,887.69,-704,0.0504,1.4
63.9,1.11,179,748.93,-688,0.0302,1.6
63.6,1,158,621.75,-656,0.0202,1.4
59.6,0.98,137,490.34,-736,0.0302,0.2
59.8,1.08,114,347.91,-816,0.0202,0.9
59.6,1.08,98,244.22,-784,0.0403,1.2
59.5,1.09,79,135.06,-720,0.0202,1.4
57.3,1.02,63,39.85,-720,0.0302,0.9
54.3,1.1,49,46.96,-736,0.0504,1.4
50.9,1.12,36,133.15,-656,0.0605,2.3
49.8,1.17,25,219.06,-560,0.0605,3.2
46,1.2,16,304.46,-320,0.0605,4.6
44.1,1.15,10,389.58,-144,0.0706,4.4
40.1,1.02,5,473.96,-112,0.0706,3.3
35.6,1.29,3,557.83,-144,0.0605,3
33.8,1.39,1,640.91,-96,0.0403,3
33.3,1.38,-1,723.49,-112,0.0302,2.6
33.1,1.1,0,804.76,-80,0.0202,2.5
35.1,1.1,0,884.74,-128,0.0302,1.2
41.6,1.08,0,963.47,-16,0.0202,0.5
58.8,1.07,0,1040.39,-16,0.0302,0.5
61.4,1.07,737,3399.85,-912,0.0403,0.7
61.4,1.08,710,3322.03,-864,0.0403,1.2
61.5,1.06,694,3248.82,-816,0.0302,1.2
61.5,1.05,681,3205.04,-768,0.0302,1.1
61.4,1.1,685,3163.67,-752,0.0403,1.1
61.4,1.15,676,3105.65,-656,0.0403,1.2
61.4,1.07,668,3054.12,-528,0.0504,1.2
61.4,0.98,650,2981.21,-624,0.0403,0.2
61.4,1,632,2880.03,-736,0.0504,-0.5
61.4,1,620,2832.97,-800,0.0403,-0.5
61.4,1.04,601,2750.2,-944,0.0403,0.2
61.4,1.11,585,2683.3,-928,0.0202,1.4
61.4,1.11,566,2611.61,-832,0.0202,1.6
61.4,1.05,548,2527.26,-768,0.0202,1.6
61.4,1.06,533,2468.73,-752,0.0202,1.4
61.3,1.06,523,2421.26,-704,0.0403,1.4
61.3,1.02,506,2348.77,-672,0.0202,1.1
61.3,1.01,494,2288.21,-736,0.0202,0.7
62.6,1.1,473,2189.6,-768,0.0202,0.5
63.1,1.05,450,2106.15,-704,0.0302,0.4
63,1.01,437,2031.91,-688,0.0302,-0.2
63,1,428,1974.05,-832,0.0202,0
63,1.07,417,1923.16,-944,0.0302,1.2
64,1.1,410,1867.52,-944,0.0302,1.9
64.5,1.13,401,1822.33,-848,-0.0101,2.5
64.4,1.09,385,1756.89,-720,-0.0403,2.5
64.4,1.04,363,1685.28,-656,-0.0302,2.3
64.5,1.05,346,1589.6,-640,-0.0202,2.1
64.4,1.04,331,1512.85,-624,-0.0403,2.1
65.5,1,327,1467.76,-656,-0.0605,1.9
69,1.03,316,1396.24,-688,-0.0605,1.6
66.9,1.09,308,1337.15,-736,-0.0403,1.2
60.8,1.08,300,1278.01,-704,-0.0605,0.5
61.1,1.05,289,1219.99,-640,-0.0101,-0.7
60.9,0.99,257,1079.18,-656,-0.0504,-1.2
59.3,1.11,228,934,-768,-0.0403,-0.4
56.8,1.08,204,808.55,-768,-0.0403,0.2
53.1,1.08,177,675.05,-784,-0.0202,0.2
49.6,1.12,146,519.32,-816,-0.0101,0
50.5,1.12,124,414.32,-752,-0.0202,0
50.5,1,102,295.01,-832,-0.0706,-0.4
49.3,1.07,79,170.67,-848,-0.1109,0.7
48,1.16,57,54.96,-816,-0.121,1.9
53.5,1.2,42,28.05,-592,-0.0403,3
53.6,1.17,29,101.86,-336,-0.0101,3.5
53.4,1.15,19,175.45,-160,-0.0504,3.5
50,1.06,12,248.47,-96,0,2.5
43.5,1.07,8,321.04,-64,-0.0504,2.8
37.4,1.05,4,392.82,-32,0.0101,3.3
33.5,1.43,2,464.04,-64,0.0101,3.7
32.4,1.35,0,534.57,32,-0.0202,3.7
32.5,1.1,0,603.75,48,-0.0101,3.7
37.3,1.13,0,671.91,-64,0,2.3
50.6,1.12,0,738.83,32,-0.0101,0.2
72.3,1.08,0,803.37,80,-0.0302,-0.4
64.3,1.01,870,3380.73,-784,0.0202,0
64.1,1.07,846,3336.24,-816,0.0101,0.7
64.1,1.1,823,3290.63,-768,0.0302,0.9
64.1,1.08,806,3232.09,-672,0.0302,0.9
63.8,1.02,788,3178.3,-624,0.0302,0.7
63.8,1.02,783,3110.98,-688,0.0302,0.2
63.8,1.01,777,3047.26,-720,0.0302,-0.4
63.9,1.02,772,2984.31,-720,0.0403,-0.9
63.8,1.02,758,2929.28,-752,0.0504,-0.9
63.8,1.01,754,2887.36,-768,0.0504,-0.7
63.8,1.11,739,2835.92,-816,0.0504,-0.4
63.8,1.15,719,2772.18,-752,0.0605,-0.4
63.8,1,699,2723.44,-720,0.0806,-0.9
63.6,1,680,2669.34,-768,0.0706,-1.6
63.8,0.99,663,2597.7,-832,0.0706,-1.6
63.8,1.06,651,2523.16,-896,0.0605,-1.1
63.6,1.06,642,2471.6,-880,0.0504,-0.5
62.1,1.07,630,2434.72,-848,0.0403,-0.4
61.4,1.06,615,2388.22,-816,0.0504,-0.4
61.5,1.04,594,2318.21,-800,0.0202,-0.5
61.4,1.12,574,2260.56,-800,0.0302,-0.5
61.4,1.09,553,2203.72,-720,0.0504,-0.5
60.4,1.02,535,2142.06,-656,0.0403,-1.1
59,0.97,522,2081.9,-688,0.0806,-1.6
59.1,0.97,510,2013.45,-832,0.0907,-1.9
59.1,1.05,499,1949.44,-896,0.1109,-1.1
59,1.09,490,1913.99,-880,0.0806,-0.2
60.4,1.08,478,1861.15,-816,0.0907,-0.2
62.8,1.07,460,1805.44,-784,0.0907,-0.2
62.9,1.15,444,1753.49,-720,0.121,-0.2
62.9,1.06,421,1679.4,-592,0.1008,-0.4
62.5,1.01,392,1573,-576,0.0806,-0.7
62.4,0.94,358,1447.91,-688,0.0101,-1.2
62.4,1.06,321,1296.73,-848,-0.0202,-1.2
62.4,1.08,276,1120.52,-864,0,-1.1
61.6,1.01,235,954.64,-848,0.0101,-1.1
59,1.02,199,799.49,-896,0,-0.7
59.1,1.1,164,639.62,-912,-0.0202,-0.2
59.3,1.13,132,485.53,-848,0.0605,0.4
59.3,1.07,109,369.77,-768,0.0806,0.4
57,1.05,86,242.6,-736,0.0706,0.2
54.1,1.08,63,103.03,-688,0.1109,0.9
54.1,1.11,45,5.52,-608,0.0605,1.8
52.6,1.12,34,84.25,-496,0.0302,2.5
48.4,1.16,24,162.7,-384,0.0403,3.3
47.8,1.16,16,240.64,-176,0.0302,4.2
44,1.13,9,318.3,-32,0.0504,4.2
37.8,1.05,5,395.22,-32,0.0907,3.3
33.5,1.22,2,471.35,-32,0.0706,3.3
32,1.14,1,546.69,32,0,3
31.8,1.33,0,621.29,-32,0,2.3
32.4,1.1,0,694.88,-64,0.0202,1.8
37,1.06,0,767.17,16,0.0101,0
50.3,1.07,0,837.36,0,-0.0302,-0.5
71,1.05,0,905.24,-48,-0.0101,-0.7
59,1.07,720,3224.67,-736,0.0101,-0.4
59,1.1,707,3155.56,-688,0.0101,-0.4
60.8,1.05,695,3093.96,-640,0.0101,-0.7
60.8,1.01,689,3052.69,-656,0.0101,-1.2
60.8,1,677,3001.04,-784,0.0202,-0.9
60.8,1.06,668,2936.51,-864,0,0.2
60.8,1.15,649,2859.35,-896,0,0.5
60.8,1.1,628,2802.22,-752,-0.0101,0.5
60.8,1.02,615,2725.94,-720,-0.0101,0.5
60.8,1.02,597,2676.57,-768,0,0.4
60.6,1.02,580,2613.07,-816,0,0.5
60.8,1.08,565,2550.75,-816,-0.0101,0.9
62.3,1.06,548,2477.29,-768,0,1.1
62.3,1.08,533,2400.32,-736,0,1.1
62.3,1.09,522,2358.22,-672,0.0101,1.1
62.3,1.04,506,2294.42,-624,0.0202,0.7
62.3,1,491,2222.35,-624,0.0202,-0.4
62.1,0.97,475,2150.76,-720,0.0202,-0.9
62.8,1.05,451,2060.7,-864,0.0403,0.2
65.3,1.1,429,1968.02,-896,0.0302,0.9
65.8,1.1,421,1931.88,-816,0.0302,1.2
65.8,1.09,413,1881.39,-752,0.0101,1.1
65.8,1.13,406,1858.42,-656,0.0202,0.7
